,Title_of_Movie,Release_Year,Runtime_(min),IMDB_Rating,Metascore,Votes,Box_Office_(Million $)
4597,Ginger Snaps,2000,108,6.8,70        ,48072,0.00
4598,Hellboy,2004,122,6.8,72        ,329920,59.62
4599,Music of the Heart,1999,124,6.8,54        ,12802,14.86
4600,Detroit Rock City,1999,95,6.8,33        ,39627,4.22
4601,Bringing Out the Dead,1999,121,6.8,70        ,70486,16.64
4602,The Thomas Crown Affair,1999,113,6.8,72        ,94315,69.30
4603,Idioterne,1998,117,6.8,47        ,31948,0.01
4604,Cruel Intentions,1999,97,6.8,56        ,192939,38.33
4605,Ishq,1997,161,6.8,Not Metascore available,11006,Not Box Office available
4606,Patch Adams,1998,115,6.8,25        ,114297,135.03
4607,Who Am I?,1998,120,6.8,Not Metascore available,40381,Not Box Office available
4608,Cookie's Fortune,1999,118,6.8,70        ,13412,10.92
4609,Simon Birch,1998,114,6.8,39        ,21470,18.25
4610,An Ideal Husband,I 1999,97,6.8,67        ,16045,18.54
4611,eXistenZ,1999,97,6.8,68        ,101256,2.84
4612,"Torrente, el brazo tonto de la ley",1998,97,6.8,Not Metascore available,12661,Not Box Office available
4613,Snow Falling on Cedars,1999,127,6.8,44        ,14218,14.38
4614,The Mask of Zorro,1998,136,6.8,63        ,185090,94.10
4615,Stepmom,1998,125,6.8,58        ,69015,91.14
4616,Selena,1997,127,6.8,67        ,29273,35.42
4617,Lolita,1997,137,6.8,46        ,59866,1.40
4618,Great Expectations,1998,111,6.8,55        ,54203,26.33
4619,Bulworth,1998,108,6.8,75        ,26426,26.53
4620,Set It Off,1996,123,6.8,62        ,16674,36.05
4621,The Long Kiss Goodnight,1996,121,6.8,44        ,80316,33.33
4622,The Ghost and the Darkness,1996,110,6.8,46        ,62676,38.62
4623,Freeway,1996,102,6.8,61        ,28820,0.30
4624,The Crucible,1996,124,6.8,75        ,38259,7.34
4625,Beavis and Butt-Head Do America,1996,81,6.8,64        ,57727,63.07
4626,To Die For,1995,106,6.8,86        ,48776,21.28
4627,Karan Arjun,1995,175,6.8,Not Metascore available,14629,Not Box Office available
4628,Bad Boys,1995,119,6.8,41        ,265848,65.81
4629,The American President,1995,114,6.8,67        ,57889,65.00
4630,Serial Mom,1994,95,6.8,64        ,30209,7.88
4631,Untamed Heart,1993,102,6.8,59        ,14286,18.90
4632,Sleepless in Seattle,1993,105,6.8,72        ,176902,126.53
4633,Six Degrees of Separation,1993,112,6.8,72        ,21428,6.41
4634,My Life,1993,117,6.8,Not Metascore available,11646,27.48
4635,Heaven & Earth,1993,140,6.8,Not Metascore available,14424,5.86
4636,The Firm,1993,154,6.8,58        ,135737,158.35
4637,Addams Family Values,1993,94,6.8,61        ,94860,48.92
4638,White Men Can't Jump,1992,115,6.8,65        ,87568,76.25
4639,Thunderheart,1992,119,6.8,58        ,16247,22.66
4640,Romper Stomper,1992,94,6.8,61        ,40023,0.18
4641,Patriot Games,1992,117,6.8,64        ,113000,83.29
4642,El mariachi,1992,81,6.8,73        ,67681,2.04
4643,Home Alone 2: Lost in New York,1992,120,6.8,46        ,353065,173.59
4644,The Prince of Tides,1991,132,6.8,65        ,18365,74.79
4645,Kafka,1991,98,6.8,46        ,10119,1.06
4646,Hook,1991,142,6.8,52        ,254885,119.65
4647,Dead Again,1991,107,6.8,66        ,28675,38.02
4648,City Slickers,1991,113,6.8,70        ,58037,124.03
4649,Bugsy,1991,136,6.8,80        ,29473,49.11
4650,Bis ans Ende der Welt,1991,158,6.8,63        ,10465,0.75
4651,L'amant,1992,115,6.8,59        ,21746,4.90
4652,The Witches,1990,91,6.8,78        ,50918,10.36
4653,The Rescuers Down Under,1990,77,6.8,70        ,43455,27.93
4654,Quick Change,1990,89,6.8,56        ,20955,15.26
4655,Night of the Living Dead,1990,92,6.8,54        ,42764,5.84
4656,Ducktales de film: Het geheim van de wonderlamp,1990,74,6.8,Not Metascore available,27156,18.12
4657,The War of the Roses,1989,116,6.8,79        ,53634,86.89
4658,"See No Evil, Hear No Evil",1989,103,6.8,44        ,54954,46.91
4659,Sea of Love,1989,113,6.8,66        ,41240,58.57
4660,The Gods Must Be Crazy II,1989,98,6.8,51        ,17150,6.29
4661,Dead Calm,1989,96,6.8,70        ,41047,7.83
4662,The 'Burbs,1989,102,6.8,45        ,76024,36.60
4663,Young Guns,1988,107,6.8,50        ,62550,45.66
4664,Working Girl,1988,113,6.8,73        ,58012,64.00
4665,Deadly Pursuit,1988,110,6.8,56        ,13864,29.30
4666,Innerspace,1987,120,6.8,66        ,60520,25.89
4667,Bloodsport,1988,92,6.8,29        ,85923,11.81
4668,She's Gotta Have It,1986,84,6.8,79        ,14766,7.14
4669,My Beautiful Laundrette,1985,97,6.8,75        ,16224,2.45
4670,Heartbreak Ridge,1986,130,6.8,53        ,44449,42.72
4671,Young Sherlock Holmes,1985,109,6.8,65        ,21534,19.74
4672,Year of the Dragon,1985,134,6.8,58        ,16214,18.70
4673,Rocky IV,1985,91,6.8,40        ,205984,127.87
4674,The Last Dragon,1985,109,6.8,58        ,16108,25.75
4675,Enemy Mine,1985,108,6.8,59        ,48429,4.27
4676,The Muppets Take Manhattan,1984,94,6.8,64        ,21591,25.53
4677,The Falcon and the Snowman,1985,131,6.8,68        ,11868,17.10
4678,Body Double,1984,114,6.8,69        ,34114,8.80
4679,To Be or Not to Be,1983,107,6.8,61        ,11336,13.03
4680,Risky Business,1983,99,6.8,75        ,92022,63.50
4681,Rocky III,1982,99,6.8,57        ,191713,125.05
4682,Dead Men Don't Wear Plaid,1982,88,6.8,67        ,22200,18.20
4683,Creepshow,1982,120,6.8,59        ,48822,21.03
4684,Stripes,1981,106,6.8,68        ,74578,85.30
4685,Angel of Vengeance,1981,80,6.8,62        ,11030,Not Box Office available
4686,History of the World: Part I,1981,92,6.8,47        ,50093,31.67
4687,Superman II,1980,127,6.8,83        ,108077,108.19
4688,The Fog,1980,89,6.8,55        ,75392,21.38
4689,Zombi 2,1979,91,6.8,54        ,28410,Not Box Office available
4690,Mad Max,1979,88,6.8,73        ,208281,8.75
4691,Broedsel,1979,92,6.8,63        ,30947,Not Box Office available
4692,De Wilde Ganzen,1978,134,6.8,Not Metascore available,13221,Not Box Office available
4693,Magic,1978,107,6.8,49        ,11594,25.94
4694,Foul Play,1978,116,6.8,45        ,15744,45.00
4695,Capricorn One,1977,123,6.8,38        ,22918,Not Box Office available
4696,Saturday Night Fever,1977,118,6.8,77        ,80710,94.21
4697,Logan's Run,1976,119,6.8,53        ,57119,25.00
4698,Family Plot,1976,120,6.8,79        ,23391,Not Box Office available
4699,Bugsy Malone,1976,93,6.8,71        ,18123,2.78
4700,Rooster Cogburn,1975,108,6.8,Not Metascore available,12248,8.02
4701,Coffy,1973,90,6.8,60        ,11578,Not Box Office available
4702,Slaughterhouse-Five,1972,104,6.8,66        ,13209,0.57
4703,The Mechanic,1972,100,6.8,51        ,14357,7.30
4704,Performance,1970,105,6.8,Not Metascore available,10611,0.19
4705,Chisum,1970,111,6.8,Not Metascore available,10151,13.08
4706,Fellini - Satyricon,1969,129,6.8,Not Metascore available,16285,1.14
4707,On Her Majesty's Secret Service,1969,142,6.8,61        ,92835,22.80
4708,You Only Live Twice,1967,117,6.8,61        ,110409,43.08
4709,The War Wagon,1967,101,6.8,Not Metascore available,10047,Not Box Office available
4710,Fantastisch Experiment,1966,100,6.8,72        ,19163,Not Box Office available
4711,Cat Ballou,1965,97,6.8,60        ,15064,20.67
4712,Battle of the Bulge,1965,167,6.8,Not Metascore available,16727,11.12
4713,The Alamo,1960,162,6.8,Not Metascore available,16177,17.26
4714,House on Haunted Hill,1959,75,6.8,Not Metascore available,28046,Not Box Office available
4715,Een huis vol heksen,1958,106,6.8,Not Metascore available,11484,Not Box Office available
4716,The Wild One,1953,79,6.8,Not Metascore available,16349,Not Box Office available
4717,How to Marry a Millionaire,1953,95,6.8,Not Metascore available,22992,Not Box Office available
4718,Fear Street: 1978,2021,109,6.7,61        ,64260,Not Box Office available
4719,Cinayet Süsü,2019,112,6.7,Not Metascore available,17472,Not Box Office available
4720,Let Him Go,2020,113,6.7,63        ,26593,Not Box Office available
4721,Bigil,2019,179,6.7,Not Metascore available,21227,Not Box Office available
4722,Emma.,2020,124,6.7,71        ,54325,Not Box Office available
4723,Three Thousand Years of Longing,2022,108,6.7,60        ,26983,Not Box Office available
4724,The Lost Daughter,2021,121,6.7,86        ,64154,Not Box Office available
4725,Chhalaang,2020,136,6.7,Not Metascore available,19377,Not Box Office available
4726,Extraction,2020,116,6.7,56        ,202229,Not Box Office available
4727,Passing,I 2021,98,6.7,85        ,14741,Not Box Office available
4728,T-34,2018,139,6.7,Not Metascore available,12627,Not Box Office available
4729,Freaks,2018,105,6.7,63        ,35879,Not Box Office available
4730,Run,I 2020,90,6.7,67        ,79032,Not Box Office available
4731,After Yang,2021,96,6.7,78        ,12680,Not Box Office available
4732,The Way Back,I 2020,108,6.7,66        ,46747,Not Box Office available
4733,The Woman King,2022,135,6.7,77        ,25778,Not Box Office available
4734,Jumanji: The Next Level,2019,123,6.7,58        ,249344,316.83
4735,Sarkar,2018,163,6.7,Not Metascore available,20117,Not Box Office available
4736,Der goldene Handschuh,2019,115,6.7,38        ,15025,Not Box Office available
4737,A Dog's Way Home,2019,96,6.7,50        ,18345,41.95
4738,Saint Maud,2019,84,6.7,83        ,37690,Not Box Office available
4739,Ben Is Back,2018,103,6.7,66        ,22186,3.70
4740,The Call of the Wild,2020,100,6.7,48        ,49470,62.34
4741,Teen Titans Go! To the Movies,2018,84,6.7,69        ,19737,29.56
4742,Reign of the Supermen,2019,87,6.7,Not Metascore available,14435,Not Box Office available
4743,Batman: Gotham by Gaslight,2018,78,6.7,Not Metascore available,17061,Not Box Office available
4744,Kedarnath,2018,116,6.7,Not Metascore available,14290,0.90
4745,Good Boys,2019,90,6.7,Not Metascore available,74643,69.06
4746,The Kindergarten Teacher,2018,96,6.7,75        ,16351,Not Box Office available
4747,Midway,2019,138,6.7,47        ,85908,56.85
4748,The Professor,I 2018,90,6.7,37        ,33024,Not Box Office available
4749,The Vast of Night,2019,91,6.7,84        ,39776,Not Box Office available
4750,Hillbilly Elegy,2020,116,6.7,38        ,42540,Not Box Office available
4751,El fotógrafo de Mauthausen,2018,110,6.7,Not Metascore available,11030,Not Box Office available
4752,Moxie,I 2021,111,6.7,54        ,25861,Not Box Office available
4753,Missing Link,2019,93,6.7,68        ,26343,16.65
4754,Vivo,I 2021,95,6.7,66        ,19038,Not Box Office available
4755,I Am Mother,2019,113,6.7,64        ,91434,Not Box Office available
4756,The Children Act,2017,105,6.7,62        ,13593,0.51
4757,Marrowbone,2017,110,6.7,63        ,32305,0.00
4758,Summer of 84,2018,105,6.7,57        ,41571,0.09
4759,Kingsglaive: Final Fantasy XV,2016,110,6.7,35        ,21931,0.23
4760,A Futile and Stupid Gesture,2018,101,6.7,55        ,16446,Not Box Office available
4761,The Good Liar,2019,109,6.7,55        ,42240,Not Box Office available
4762,Colette,I 2018,111,6.7,74        ,23947,5.14
4763,The Pirates of Somalia,2017,116,6.7,54        ,10233,Not Box Office available
4764,Mugen no jûnin,2017,140,6.7,72        ,17996,0.15
4765,Delibal,2015,117,6.7,Not Metascore available,11216,Not Box Office available
4766,Mary Poppins Returns,2018,130,6.7,66        ,88477,171.96
4767,Don't Think Twice,2016,92,6.7,83        ,17749,4.42
4768,Tarde para la ira,2016,92,6.7,Not Metascore available,12165,Not Box Office available
4769,Bumblebee,I 2018,114,6.7,66        ,165438,127.20
4770,Collateral Beauty,2016,97,6.7,23        ,100786,31.02
4771,Please Stand By,2017,93,6.7,49        ,14271,0.01
4772,Kingsman: The Golden Circle,2017,141,6.7,44        ,327316,100.23
4773,Harriet,I 2019,125,6.7,66        ,27298,Not Box Office available
4774,Denial,II 2016,109,6.7,63        ,21737,4.07
4775,Battle of the Sexes,2017,121,6.7,73        ,56155,12.64
4776,Purple Hearts,2022,122,6.7,30        ,35670,Not Box Office available
4777,Grandma,2015,79,6.7,77        ,16114,6.98
4778,The Valet,2022,124,6.7,62        ,12793,Not Box Office available
4779,Fourth Man Out,2015,86,6.7,43        ,10417,Not Box Office available
4780,Popstar: Never Stop Never Stopping,2016,87,6.7,68        ,62338,9.39
4781,Mænd & høns,2015,104,6.7,64        ,13230,0.03
4782,Journey's End,I 2017,107,6.7,73        ,10201,0.16
4783,The Equalizer 2,2018,121,6.7,50        ,160115,102.08
4784,Jungle,I 2017,115,6.7,48        ,57569,Not Box Office available
4785,The Lady in the Van,2015,104,6.7,70        ,29583,10.02
4786,Turbo Kid,2015,93,6.7,60        ,28366,0.05
4787,Cars 3,2017,102,6.7,59        ,100593,152.90
4788,Housebound,2014,107,6.7,76        ,35232,Not Box Office available
4789,Black Widow,2021,134,6.7,67        ,373614,183.65
4790,Ferdinand,2017,108,6.7,58        ,57828,84.41
4791,Samba,2014,118,6.7,53        ,16586,0.15
4792,Spring,I 2014,109,6.7,70        ,28755,0.05
4793,The Tender Bar,2021,106,6.7,53        ,28183,Not Box Office available
4794,"Ich seh, Ich seh",2014,99,6.7,81        ,54736,1.17
4795,Hardcore Henry,2015,96,6.7,51        ,96190,9.25
4796,Babysitting,I 2014,85,6.7,Not Metascore available,10756,Not Box Office available
4797,Carrie Pilby,2016,98,6.7,52        ,12187,0.02
4798,The Guest,I 2014,100,6.7,76        ,101301,0.32
4799,Comet,2014,91,6.7,52        ,18841,Not Box Office available
4800,Obvious Child,2014,84,6.7,76        ,25512,3.12
4801,Mistress America,2015,84,6.7,75        ,27343,2.46
4802,The Old Man,2018,93,6.7,80        ,46436,11.28
4803,Peter en de Draak,2016,102,6.7,71        ,58802,76.23
4804,Veronica Mars,2014,107,6.7,62        ,52922,3.32
4805,Jeune et jolie,2013,95,6.7,63        ,35550,0.05
4806,The Salvation,2014,92,6.7,64        ,39905,0.01
4807,Love Is Strange,2014,94,6.7,82        ,12808,2.25
4808,"Extremely Wicked, Shockingly Evil and Vile",2019,110,6.7,52        ,94819,Not Box Office available
4809,The Adam Project,2022,106,6.7,55        ,197194,Not Box Office available
4810,Clouds of Sils Maria,2014,124,6.7,79        ,29943,1.81
4811,OXV: The Manual,2013,109,6.7,Not Metascore available,14387,Not Box Office available
4812,Atomic Blonde,2017,115,6.7,63        ,194457,51.69
4813,Cheap Thrills,I 2013,88,6.7,63        ,19432,0.06
4814,A Private War,2018,110,6.7,75        ,19628,1.63
4815,In a World...,2013,93,6.7,79        ,32169,2.96
4816,Ballerina,2016,89,6.7,48        ,22591,24.70
4817,City of Violence,2013,110,6.7,Not Metascore available,18978,Not Box Office available
4818,Jab Tak Hai Jaan,2012,198,6.7,Not Metascore available,55301,3.05
4819,Sleepwalk with Me,2012,81,6.7,71        ,11945,2.26
4820,Smashed,2012,81,6.7,71        ,17131,0.38
4821,The Finest Hours,2016,117,6.7,58        ,67234,27.57
4822,Xi you: Xiang mo pian,2013,110,6.7,68        ,12971,0.02
4823,The Good Dinosaur,2015,93,6.7,66        ,116356,123.09
4824,King Arthur: Legend of the Sword,2017,126,6.7,41        ,217431,39.18
4825,Borgman,2013,113,6.7,66        ,17961,0.06
4826,Miss Peregrine's Home for Peculiar Children,2016,127,6.7,57        ,173444,87.24
4827,The Call,II 2013,96,6.7,51        ,123156,51.87
4828,The Last Letter from Your Lover,2021,110,6.7,57        ,18183,Not Box Office available
4829,Liberal Arts,2012,97,6.7,55        ,38358,0.32
4830,Mr. Morgan's Last Love,2013,111,6.7,36        ,12685,Not Box Office available
4831,Gold,I 2016,120,6.7,49        ,64635,7.22
4832,No Escape,I 2015,103,6.7,38        ,86430,27.29
4833,The Giant Mechanical Man,2012,95,6.7,43        ,10198,0.01
4834,Your Sister's Sister,2011,90,6.7,72        ,27647,1.57
4835,Killer Joe,2011,102,6.7,62        ,78988,1.99
4836,The Inbetweeners Movie,2011,97,6.7,44        ,83230,0.04
4837,The Hunter,IV 2011,102,6.7,63        ,39403,0.18
4838,Their Finest,2016,117,6.7,76        ,20193,3.60
4839,Tallulah,2016,111,6.7,63        ,20426,Not Box Office available
4840,In Time,2011,109,6.7,53        ,411710,37.52
4841,Jackie,V 2016,100,6.7,81        ,80128,13.96
4842,American Reunion,2012,113,6.7,49        ,215226,57.01
4843,Albert Nobbs,2011,113,6.7,57        ,24772,3.01
4844,Safe House,2012,115,6.7,52        ,223880,126.37
4845,Loong Boonmee raleuk chat,2010,114,6.7,87        ,16055,0.18
4846,Machine Gun Preacher,2011,129,6.7,43        ,66486,0.54
4847,Zombieland: Double Tap,2019,99,6.7,55        ,179854,73.12
4848,Emily the Criminal,2022,97,6.7,75        ,14370,Not Box Office available
4849,Los ojos de Julia,2010,118,6.7,Not Metascore available,35663,Not Box Office available
4850,Super,I 2010,96,6.7,50        ,80620,0.32
4851,Restless,I 2011,91,6.7,47        ,17969,0.16
4852,Happythankyoumoreplease,2010,100,6.7,45        ,30086,0.22
4853,Profession: Heartbreaker,2010,105,6.7,59        ,26756,0.50
4854,Habemus Papam,2011,102,6.7,64        ,13744,0.48
4855,This Must Be the Place,2011,118,6.7,61        ,35650,0.14
4856,Hysteria,2011,100,6.7,53        ,32179,1.80
4857,The Pirates! In an Adventure with Scientists!,2012,88,6.7,73        ,48755,31.05
4858,The Wolverine,2013,126,6.7,61        ,467030,132.56
4859,Sanak,2021,116,6.7,Not Metascore available,10437,Not Box Office available
4860,The Disappearance of Alice Creed,2009,100,6.7,65        ,26782,0.17
4861,Merantau,2009,134,6.7,Not Metascore available,10974,Not Box Office available
4862,If I Stay,2014,107,6.7,46        ,123674,50.47
4863,Antim: The Final Truth,2021,138,6.7,Not Metascore available,40967,Not Box Office available
4864,Fresh,2022,114,6.7,67        ,52494,Not Box Office available
4865,The Perfect Host,2010,93,6.7,48        ,27207,0.05
4866,Gangster Squad,2013,113,6.7,40        ,216190,46.00
4867,Seeking a Friend for the End of the World,2012,101,6.7,59        ,114975,6.62
4868,Snabba Cash,2010,124,6.7,75        ,18622,0.19
4869,2 Guns,2013,109,6.7,55        ,212439,75.61
4870,Wild Target,2010,98,6.7,41        ,38621,0.12
4871,Metal Lords,2022,97,6.7,59        ,27128,Not Box Office available
4872,Escape Plan,2013,115,6.7,49        ,243835,25.13
4873,Brooklyn's Finest,2009,132,6.7,43        ,64214,27.15
4874,Out of the Furnace,2013,116,6.7,63        ,116797,11.33
4875,Nakitai watashi wa neko o kaburu,2020,104,6.7,Not Metascore available,10487,Not Box Office available
4876,Pandorum,2009,108,6.7,28        ,152211,10.33
4877,Cold in July,2014,109,6.7,73        ,36139,0.41
